invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total
594,31,24-11-2020 00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,2.97
595,23,27-11-2020 00:00,69 Salem Street,Boston,MA,USA,2113,7.92
596,42,27-11-2020 00:00,"9, Place Louis Barthou",Bordeaux,None,France,33000,5.94
597,13,28-11-2020 00:00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,6.93
598,26,04-12-2020 00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95
599,59,06-12-2020 00:00,"3,Raj Bhavan Road",Bangalore,None,India,560001,7.92
600,29,08-12-2020 00:00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,4.95
601,44,08-12-2020 00:00,Porthaninkatu 9,Helsinki,None,Finland,530,10.89
602,21,09-12-2020 00:00,801 W 4th Street,Reno,NV,USA,89503,6.93
603,26,10-12-2020 00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95
604,46,12-12-2020 00:00,3 Chatham Street,Dublin,Dublin,Ireland,None,17.82
605,35,17-12-2020 00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,None,Portugal,None,3.96
606,15,18-12-2020 00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,11.88
607,59,19-12-2020 00:00,"3,Raj Bhavan Road",Bangalore,None,India,560001,4.95
608,49,20-12-2020 00:00,Ordynacka 10,Warsaw,None,Poland,00-358,0.99
609,14,20-12-2020 00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,2.97
610,55,21-12-2020 00:00,421 Bourke Street,Sidney,NSW,Australia,2010,6.93
611,52,27-12-2020 00:00,202 Hoxton Street,London,None,United Kingdom,N1 5LH,1.98
612,33,27-12-2020 00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,11.88
613,20,29-12-2020 00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91
614,53,30-12-2020 00:00,113 Lupus St,London,None,United Kingdom,SW1V 3EN,12.87
